Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Low & middle income,LMY,5.48653717145985,5.30780731829546,6.00616473174695,6.44086312593481,6.17617086844667,6.132371165018,6.01841733235656,5.84135678924128,6.02377600121377,5.88776794614002,5.82836847048289,5.62047250256203,5.45204072149617,5.28277243536483,5.05861666042331,4.82278758539178,4.68109942472843,4.50718751072032,4.41347643670625,4.37429919247168,4.33209272197035,4.29752167127137,4.30558003168938,4.13097741367695,4.092841301081,4.03251278555515,4.00425728653246,3.95122225385357,3.82235674033419,3.75881774182497,3.69994088292297,3.46919276365226,3.36173680651669,3.28404761284725,3.21592794941246,3.15441750930884,3.09332015961603,3.04114276959814,2.99740763268586,2.96339234351243,2.96195164032173,2.91260283340882,2.8745316423721,2.84084959235082,2.82268617998747,2.79970357030051,2.78354192147216,2.76851043099354,2.7652775781912,2.75560212922915,2.72599706462258,2.7026695140725,2.71775950366212,2.67470094399942,2.66051392175765,2.62519363180369,2.62624733240622,2.59514433668853,2.51597453961351,2.47492519272676,2.38869866000489,2.34880587622074,2.32078133665542,2.3053344503812
Late-demographic dividend,LTE,4.37563343473696,3.9956223556304,5.28894284909649,6.10855562254805,5.58847747349864,5.52155377043073,5.32344908774124,5.04102355437441,5.42574037570493,5.20314087268166,5.13224251042026,4.79034212036841,4.53620262908961,4.28030015699989,3.92059054247947,3.53856551075262,3.31567003339691,3.05732758799255,2.95270078734387,2.95000302174204,2.92449289402577,2.93876698197449,3.0387861337302,2.76780715634888,2.76931693471843,2.75644641853604,2.79150807368511,2.79232108957678,2.62195813888099,2.5839007985547,2.54996016312967,2.15513493930988,2.01902599522572,1.93096187876647,1.86979697468654,1.81535439220564,1.76590664452793,1.72631004980651,1.70576179324584,1.68664455057034,1.73923096965661,1.68691314726879,1.68047820202294,1.67801560941288,1.69694749162792,1.69650821775942,1.70521610506857,1.72559590180346,1.75364403334795,1.76120613125096,1.74154532573495,1.72784561330676,1.81567980637601,1.76087090439066,1.80369622758769,1.74181425803637,1.7903210177987,1.79212077903476,1.62888508698103,1.59446545425556,1.43189436486489,1.35469179177141,1.29483420285217,1.26924387483295
"Middle East, North Africa, Afghanistan & Pakistan",MEA,6.94826640195092,6.96875002549603,7.01817813588353,6.99843464160891,6.96907744572821,6.93812912731797,6.9202447080572,6.90211800165667,6.87586782177814,6.84023748918043,6.79108519868015,6.73201154877179,6.66641660109879,6.60911906658928,6.57146435826421,6.54610279692197,6.53719629290543,6.51739817371074,6.49802821594846,6.49102179546382,6.45434567192073,6.39057076110944,6.33034843540435,6.26413955456867,6.17869345991629,6.07464236988343,5.94915916674306,5.81680320244568,5.68782610172542,5.54802204321721,5.41879839675048,5.26102343635968,5.0911533544334,4.93021141090709,4.77490719421969,4.596419719181,4.43429034696537,4.30860036436787,4.19855610384828,4.11443713697081,4.01482607048311,3.90085522373292,3.79395138243059,3.72630163365794,3.63070073112687,3.57811114316293,3.56377930573561,3.54500927423124,3.52422252680883,3.50913344979088,3.49627868102769,3.47744099649193,3.47103841927052,3.45458378198777,3.43769825413249,3.40467709971311,3.34433522982973,3.31820651237254,3.23367617917511,3.16206943875318,3.11687444065596,3.07299085938902,3.03344296601144,3.00810110726487
Middle income,MIC,5.42939963014378,5.24092066632468,5.98007458661264,6.43904924666892,6.15718220392145,6.10944265775041,5.98552330881616,5.79335073488292,5.98708015365987,5.84195530983889,5.77825797793701,5.55795712060225,5.37790892439801,5.20229218084266,4.96559141060434,4.71546717381231,4.56587308970058,4.38133120537083,4.28134421915074,4.23895793770563,4.19510753965757,4.16043042104759,4.17156658500983,3.98817799583504,3.94931712797662,3.88670060319388,3.85814855956888,3.80369356887313,3.66937549848204,3.60415249635006,3.54369159962289,3.30134025138458,3.18841506714049,3.10630961514347,3.03454944229744,2.96986699734027,2.90770961740033,2.85410994642054,2.80864905575707,2.77323560192122,2.77301821483933,2.72228096962105,2.68293721643397,2.64779604902477,2.62890370079352,2.60481642927214,2.58701383399415,2.5707877505985,2.56650996154659,2.55562905893699,2.52466580636529,2.50125945087295,2.51837877497728,2.47263045923319,2.45815165694517,2.42062932114284,2.42227973600496,2.38859658424215,2.3031686856897,2.25907067251297,2.16537005212059,2.1221936366743,2.09175049538458,2.07487633498744
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,6.98920934561558,7.01138731304419,7.06367689348168,7.04398523958933,7.01396352530694,6.98298978711875,6.96478623017655,6.94697621907675,6.92019826888453,6.88396561905607,6.83363638756391,6.77310892950621,6.7053273011662,6.64914643820049,6.61225276870865,6.58676597045661,6.57939571136647,6.56061527808659,6.54208188900593,6.53680999551613,6.50131487633698,6.4372880866228,6.37756585529525,6.31181739373735,6.22571829032749,6.12138665338542,5.99437112849732,5.86095660731806,5.73215617303728,5.59166350669767,5.45989807226346,5.3006982006967,5.12980162518385,4.96525939653562,4.80567707895635,4.62503840917937,4.46042195357475,4.33412527967481,4.22281381517427,4.14044222495555,4.04137890905639,3.93057640432268,3.8271235820188,3.76354726128922,3.67100530727594,3.62182195458792,3.6100312048631,3.59441353508586,3.58130406581268,3.57177972392374,3.56282894271289,3.54610406035721,3.54106246026335,3.53015929601993,3.51235230424941,3.48219949137543,3.41866135030369,3.38993507836557,3.2999810388616,3.23197870200249,3.19426320279169,3.1492781508572,3.11585080940198,3.08429933241737
North America,NAC,3.66813374560788,3.63201562109414,3.48089756292059,3.34515625898632,3.21426362953675,2.9315842104351,2.72360870168464,2.55520218544864,2.45666564485671,2.44445110698431,2.458880480005,2.2539154241962,2.00714130327638,1.88012802121368,1.83523683103097,1.77893712306794,1.74374906104459,1.78918658052099,1.76080080719687,1.80261317020283,1.82954712372149,1.80075567125157,1.81368498975695,1.78708490511878,1.7908093348366,1.82658666082488,1.82123855593193,1.85271622980068,1.90835624301518,1.98906710243302,2.05518103599582,2.02732259209113,2.01153078620432,1.98574388953226,1.96962896425723,1.94657086051667,1.9407821446047,1.93029633691809,1.9546128046502,1.96138322623082,2.00104445286266,1.98111559022242,1.97003758809819,1.9973357672637,2.00195357868507,2.00891827912543,2.05978280204498,2.074587380697,2.03436462442012,1.97033818233665,1.90241045540461,1.86754587684267,1.85497020907638,1.83232546339748,1.83688870286129,1.81894736304592,1.79727819078773,1.74371916045505,1.70714584622083,1.68176811100914,1.61762836473818,1.64085343799958,1.62238294506643,1.57842091532655
OECD members,OED,3.29166295110634,3.29402698110936,3.25798848327677,3.24049738179773,3.22414424921038,3.13394734453346,2.98158605876005,2.99629359355646,2.91725068434988,2.87748595113742,2.84209798002931,2.77600904814107,2.63921208443236,2.55091136899146,2.49021013596252,2.39708301306012,2.33094581227784,2.29224918369634,2.24327126183776,2.23831295346555,2.21569108575995,2.1654293820472,2.1463006685449,2.10218258413935,2.06685066946888,2.05683203658878,2.02983829885507,2.01221010842114,2.01439023876189,2.00429799546611,2.01068908264717,1.98660819799179,1.96230165600952,1.92788878896953,1.90586739279464,1.86678622675595,1.85445902962881,1.84061039237384,1.83385661284465,1.82151158689551,1.83459775158699,1.80289177371102,1.78192463550939,1.78502980323359,1.78984663868265,1.78381673612008,1.81362469163865,1.82970853791825,1.83387500814556,1.80424351640786,1.7911408975842,1.76778605469718,1.77018851627096,1.74592119792157,1.75280691193862,1.74071911641155,1.72744452882059,1.69375695872475,1.66586365002996,1.63129333058851,1.58243469670758,1.58722997136128,1.54712421028136,1.49140708441198
Other small states,OSS,4.43553319926391,4.44231830252624,4.41616769116931,4.41312019150741,4.37588020986634,4.29245629927385,4.26246217577661,4.13496236671409,4.13848464302128,4.07673900918692,4.04582781244828,4.0179841246719,3.98188798026398,3.83047216403653,3.85788799764731,3.83089799283177,3.84499769346951,3.80577844531965,3.79541435028169,3.8004249100833,3.81850996493011,3.8163209455894,3.82519148214846,3.82322447971302,3.78721508534243,3.74623187036365,3.73884459605047,3.74454820807941,3.75290210269595,3.72478010436665,3.69560131554265,3.62255640517387,3.58664201169041,3.44912460438731,3.37323117787559,3.27655452975608,3.21764719518544,3.13161648579753,3.06378256198961,2.99152108219451,2.92483162722691,2.86914988750943,2.84792307313871,2.81507532453356,2.79320088978675,2.75075169301356,2.7102878305936,2.68571770492518,2.66460894391143,2.62743564380249,2.57095295288463,2.51572458697964,2.47415250758784,2.41214520398858,2.37681894447154,2.32407446918621,2.29653293083321,2.2491444099905,2.20897466383732,2.16819081899787,2.14273949716796,2.12507691475074,2.06679748542533,2.03877833272652
Pre-demographic dividend,PRE,6.56663079057346,6.60056282288313,6.66554982017786,6.68490768728291,6.70899134271062,6.73234881150903,6.76225351570689,6.78822131417672,6.81389335021748,6.83528520191932,6.85661292958595,6.88554504403508,6.9053514057138,6.921354426594,6.94421242244305,6.96177471585442,6.96805793793158,6.97899157948676,6.9858551446378,6.97064613260597,6.950424385054,6.92571076184722,6.89656078546331,6.86542416875854,6.8211124553382,6.77437821569904,6.73396755848408,6.69074452643641,6.65339161490656,6.61434069242485,6.56676366735469,6.51776173973853,6.46778165110045,6.41737839205678,6.36462643799093,6.31834840573292,6.26999854852709,6.22460764800979,6.178605455,6.14353406765779,6.10872389646364,6.06052137677241,6.0119936926566,5.96757211145267,5.93282990613316,5.8926989008652,5.85861642222348,5.81458531212335,5.77972624005359,5.73818132762642,5.68740273604675,5.6239192829338,5.544521264971,5.45905893914915,5.37430522910213,5.27734326238515,5.17618890709919,5.07605390683731,4.97262971584117,4.87014287162415,4.77404152669624,4.70240952953725,4.62841373246017,4.55928980464074
Pacific island small states,PSS,6.73252609084681,6.68692128878522,6.6309512157966,6.56011023452287,6.48655735163829,6.37294933436513,6.25356171815875,6.13191629600786,6.0013774379391,5.88179501305971,5.75774198305635,5.62580491610765,5.49075937567605,5.37386832349666,5.29230450344522,5.27330656860281,5.24568436561601,5.19841334686475,5.15568258118051,5.10626892152422,5.04994891007165,4.99439421063257,4.93990849745445,4.87836243059184,4.80830063966044,4.70694958024276,4.607044442129,4.53354416250919,4.46780919248984,4.40934287958665,4.36207209943173,4.31127844965516,4.25954187033857,4.21340625097476,4.16950131434112,4.13821481391388,4.09927768167576,4.02698846443694,3.95406182461895,3.88111353640641,3.81671595073823,3.77032425634367,3.72782313604195,3.68834695321623,3.65298369000911,3.620763176744,3.60508810121026,3.58890472455203,3.56930676629901,3.54391950880304,3.51570587097517,3.48820562877606,3.47172473933368,3.45654427789758,3.44819359331922,3.41085700200253,3.35982740867531,3.29401840298443,3.2372619244172,3.17968996269514,3.1447759920452,3.10974098279504,3.06729870639623,3.02800394339178
Post-demographic dividend,PST,2.90442808882196,2.89913330836884,2.85868750998633,2.83396459231029,2.81292153515288,2.71519645053927,2.56529050732116,2.58088773510041,2.50353514456318,2.46607953720604,2.43590113001576,2.37263596195446,2.23465110023601,2.14412983918634,2.09130536346732,1.99967534949052,1.93674477332401,1.90320318841547,1.8565118042829,1.86239640401873,1.85162766864119,1.80682020985859,1.79855404036469,1.76680323023348,1.74013455194628,1.73770173077924,1.72607851153094,1.72046748079298,1.74027507110101,1.73303543191527,1.75107145787354,1.72476315621837,1.70294656872951,1.66313837131592,1.64181281287822,1.60941269327432,1.60338102612505,1.59424123197257,1.59084682406829,1.58592177338232,1.61569056232377,1.5889209744441,1.58132965799612,1.5982496478935,1.61251200971927,1.61201140715546,1.65744164035342,1.68545174832742,1.6981163842684,1.67245587489248,1.66079042885459,1.64471429950164,1.65174368416002,1.62525844766026,1.63301821125915,1.62854493072054,1.62213289586339,1.58009944745016,1.55005381832355,1.51889873006556,1.47500260810084,1.48939885979816,1.44161265388636,1.39633943731236
South Asia,SAS,5.99643314493816,6.01292550013622,6.02832846438143,6.0398677590804,6.04572178301191,6.008650221683,5.95428427460588,5.90764870193796,5.84957895939763,5.78200152561332,5.73113650750894,5.67694375572139,5.60130386870779,5.52599428260385,5.45583178561272,5.33807896974918,5.27444137494508,5.15974663561678,5.05130631651815,4.97314912067142,4.93210389308236,4.85508043055275,4.76963779583485,4.69716379179166,4.63543091770381,4.54089790157858,4.48421257180628,4.38245113866164,4.28044288663875,4.18658328511583,4.09079809478255,3.98965383518945,3.89236745569418,3.80300535566384,3.72552810756277,3.64485252790157,3.57154357867819,3.50744412442615,3.43651880803499,3.37233736803084,3.33395356090725,3.28308388400588,3.19828354094027,3.10343433102198,3.02541628348848,2.93687989722614,2.84697285381899,2.75669654521409,2.68905082515755,2.64443180727681,2.56574779030977,2.50022514366302,2.44177823996936,2.37827206529081,2.28396274115946,2.27891070577889,2.2733060135155,2.19158171903298,2.18134059924297,2.12407623256393,2.06019382226457,2.03102990361988,2.01401171309975,1.99556441998933
Sub-Saharan Africa (excluding high income),SSA,6.57818814839887,6.59161999136443,6.60876303628043,6.62345393178783,6.63882533288924,6.65278222654627,6.67936344851659,6.69525465860635,6.70985599687503,6.72049983677885,6.73065920828986,6.74802061417959,6.75845731612017,6.76411402492461,6.77374208506473,6.77807184667946,6.77206987114063,6.76835451616727,6.76580592883253,6.74754102447471,6.72379290026689,6.69389729465303,6.66130314767739,6.62107075584832,6.56829693159577,6.51373661656233,6.46275207486535,6.41145537432426,6.35195303522651,6.28790540640626,6.21102157688593,6.14906524709364,6.08423073228002,6.02511969672555,5.96207129638516,5.90167342427617,5.83305003690869,5.76300961066377,5.71429074177931,5.68077254649992,5.64451391795095,5.60639867650098,5.56514064171338,5.53272648375944,5.51318834018681,5.49311482886089,5.4673245908424,5.43322101571662,5.41961449457291,5.37527348503088,5.32986470328555,5.27394917969952,5.21031551394988,5.14059756254553,5.07096662762461,4.99030704250289,4.90404874785378,4.82405664212628,4.73447002191981,4.64434907291966,4.55960366925971,4.49809752335738,4.43349107645845,4.37284268651581
Sub-Saharan Africa,SSF,6.57175107156462,6.58571655380682,6.60390996665115,6.61960920539895,6.63603034843255,6.650388568379,6.67747347276145,6.69402613956888,6.70872169060774,6.72015983325188,6.73541748554794,6.75655309270745,6.77135263182087,6.78278723428113,6.79683073910367,6.80639805760758,6.80547710156736,6.80735011453269,6.80824261381843,6.79262821212441,6.77334619886944,6.74806811693293,6.72084570386242,6.68550687265287,6.63803070080624,6.5869276136374,6.53893839277634,6.49032982846357,6.43404367064139,6.373415097691,6.30104158509286,6.24298819620138,6.18200606176961,6.12528105635408,6.06470169714644,6.00466548721661,5.93565342182207,5.86627830955653,5.81443019518496,5.7770198423302,5.73773655872012,5.69618761864136,5.65152239416774,5.61321051983256,5.58655124417467,5.55866997151161,5.52178259567579,5.4761027827376,5.44570154645802,5.3858400117165,5.32483728093835,5.25454227435434,5.17788889708355,5.09694190762163,5.02360313569775,4.94309396610616,4.85964137221829,4.78022796585899,4.69665184284359,4.61328768259518,4.5296824078878,4.46442444851627,4.39651820585481,4.33245083585002
Small states,SST,5.04865766924653,5.03552907582376,5.01009234007915,4.98391911037869,4.92530495955916,4.82802742986413,4.7555031639122,4.60550269524895,4.55001710049727,4.44721007001788,4.37005595239641,4.30925214651874,4.23924938770938,4.09088509587017,4.04985715649814,3.98859891326763,3.95773790107696,3.90278679936425,3.86255603053692,3.843059029561,3.83058669809155,3.8136283267269,3.80782486272886,3.792366089428,3.74141500977054,3.69547865502722,3.65884390189411,3.63096284157512,3.60554374927883,3.56789282222232,3.53052336823988,3.46400893271946,3.42700755064521,3.31970069180441,3.25463711851323,3.17971560650481,3.12582680837849,3.05681584144018,2.99377495180415,2.93832626785539,2.88338396405506,2.83397156846564,2.79808658297244,2.7597362627718,2.73096021826351,2.70114835906174,2.67308581805192,2.65643240427313,2.64077949261718,2.61377707791796,2.56685568430678,2.52532929458697,2.49706301177046,2.45556739582781,2.42980556625023,2.3864907368306,2.35638987105492,2.31126714318552,2.27509654521267,2.23544844472644,2.21067702634513,2.18868232624234,2.14684043316307,2.12339487150431
East Asia & Pacific (IDA & IBRD countries),TEA,4.85337152270027,4.39766293016726,6.06600697258066,7.12062734188243,6.4956967595558,6.43867377065024,6.20514453852498,5.8225193400829,6.33256621511992,6.07090671728027,5.98242161946572,5.54375383050301,5.21678905999787,4.9052555401121,4.44685286878701,3.97793766819611,3.69935476829611,3.37881210978411,3.25586664420461,3.24636123957369,3.21133902618094,3.21661451594082,3.32495793265526,2.99361570214698,2.99432998763385,2.96539641759739,2.98494374291447,2.98000101239874,2.79578733997056,2.76207221301406,2.73655247839245,2.30006860620803,2.16142715242374,2.08336048883135,2.02136647597664,1.97598452642284,1.93559156802077,1.89804243066207,1.87249148719082,1.85880130455679,1.91701202984337,1.86359434738401,1.85625879213409,1.85071457563415,1.86869002075451,1.87650747609855,1.88999510929957,1.90714838647723,1.92830488949777,1.93516213767886,1.91380463770064,1.90559230915552,1.99245335659862,1.92276320860367,1.95315843608444,1.87874321014974,1.92938890858833,1.92683294089381,1.73925892870635,1.70329191143946,1.52420342921216,1.43590189186902,1.38038247288067,1.35619349886656
Europe & Central Asia (IDA & IBRD countries),TEC,3.11774782563366,3.06476394685832,3.00658528293135,2.95729620281384,2.88438950684455,2.83609023211984,2.81196432755661,2.87746054477222,2.83647527601025,2.78739901035544,2.77665658406122,2.78271343533066,2.77048169059052,2.73056551396282,2.7305569120112,2.69643342730988,2.67239635725188,2.62997950776693,2.59283719692183,2.57564998666719,2.54922965111008,2.53145479126622,2.57028864984424,2.6063664654757,2.58719456024307,2.56143101222019,2.59410836153744,2.58610103888753,2.51629316511785,2.4251198104129,2.31338957706457,2.21891097521687,2.09939932195508,1.98724039091498,1.93857226953794,1.86356048836271,1.78803133535926,1.7332156910323,1.70633952680677,1.64144675630896,1.62030760711342,1.60080718359641,1.60380658649653,1.61676364444419,1.64702594229195,1.63393338849379,1.66161809265432,1.72272134179494,1.79234912928103,1.80922026253873,1.81007603093137,1.79803649220897,1.86354536411501,1.8748561116751,1.92631738147071,1.92977777738024,1.92480955743217,1.86780524239913,1.85087390989038,1.82090357663486,1.81408858991354,1.81491733501571,1.74847147152068,1.72786969115701
Latin America & the Caribbean (IDA & IBRD countries),TLA,5.94699989004709,5.9328219422575,5.91705969060508,5.88786147658241,5.83056198744048,5.74642277334614,5.65081409063592,5.54525596741641,5.43828589139458,5.34088924368102,5.24547139464687,5.15108219602505,5.04993844505271,4.95013892435626,4.83480535420279,4.73398391579759,4.64071733034788,4.5484943273805,4.45365600705081,4.34760686929206,4.2409929091221,4.14296453377509,4.04506307622284,3.94557359924036,3.8444763261036,3.74615291891968,3.65431668143985,3.55184218165914,3.4579711357213,3.37763565276943,3.30115089766509,3.22905085141466,3.15400417202293,3.09512905052878,3.03071812019885,2.96727315697144,2.89611725628356,2.83275088473781,2.77368048497473,2.70524986274976,2.63633862806184,2.56819055960504,2.50456976390976,2.44358526294542,2.40136589725139,2.36246160626151,2.31798470730863,2.27825317482823,2.24870291864096,2.22074317176871,2.19235147808548,2.17173767198677,2.14177057844675,2.11969030697551,2.10222769066337,2.070155624721,2.01803165230531,1.99342119749853,1.97423907173587,1.92884194956371,1.86889841943454,1.84409539404326,1.82203190749137,1.80414192300781
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,6.98920934561558,7.01138731304418,7.06367689348168,7.04398523958933,7.01396352530694,6.98298978711875,6.96478623017655,6.94697621907675,6.92019826888453,6.88396561905607,6.83363638756391,6.77310892950621,6.7053273011662,6.64914643820049,6.61225276870865,6.58676597045661,6.57939571136647,6.56061527808659,6.54208188900593,6.53680999551613,6.50131487633698,6.4372880866228,6.37756585529525,6.31181739373735,6.22571829032749,6.12138665338542,5.99437112849732,5.86095660731806,5.73215617303728,5.59166350669767,5.45274456277147,5.29291189563391,5.12152799211417,4.95676967289656,4.79709342953579,4.6162848295284,4.45158485755972,4.32541475467486,4.21420838823085,4.13202578901809,4.03313583947304,3.92235403419663,3.81899845978396,3.75590229901836,3.66329933893295,3.61438148977568,3.60322364692506,3.58812308378204,3.57557545434726,3.5663476769365,3.5573121719595,3.54124003516249,3.53708238309063,3.52674285714679,3.50912887154978,3.47885083971551,3.41545492925523,3.38731160765158,3.29738689646707,3.22947151957324,3.1920336825828,3.14720035423158,3.11399696821534,3.08266683185516
South Asia (IDA & IBRD),TSA,5.99643314493816,6.01292550013622,6.02832846438143,6.0398677590804,6.04572178301191,6.008650221683,5.95428427460588,5.90764870193796,5.84957895939763,5.78200152561332,5.73113650750894,5.67694375572139,5.60130386870779,5.52599428260384,5.45583178561272,5.33807896974918,5.27444137494508,5.15974663561678,5.05130631651815,4.97314912067142,4.93210389308236,4.85508043055275,4.76963779583485,4.69716379179166,4.63543091770381,4.54089790157858,4.48421257180628,4.38245113866164,4.28044288663875,4.18658328511583,4.09079809478255,3.98965383518945,3.89236745569418,3.80300535566384,3.72552810756277,3.64485252790157,3.57154357867819,3.50744412442615,3.43651880803499,3.37233736803084,3.33395356090725,3.28308388400588,3.19828354094027,3.10343433102198,3.02541628348848,2.93687989722614,2.84697285381899,2.75669654521409,2.68905082515755,2.64443180727681,2.56574779030977,2.50022514366302,2.44177823996936,2.37827206529081,2.28396274115946,2.27891070577889,2.2733060135155,2.19158171903298,2.18134059924297,2.12407623256393,2.06019382226457,2.03102990361988,2.01401171309975,1.99556441998933
Sub-Saharan Africa (IDA & IBRD countries),TSS,6.57175107156462,6.58571655380682,6.60390996665115,6.61960920539895,6.63603034843255,6.650388568379,6.67747347276146,6.69402613956889,6.70872169060774,6.72015983325188,6.73541748554794,6.75655309270745,6.77135263182088,6.78278723428114,6.79683073910367,6.80639805760758,6.80547710156736,6.80735011453269,6.80824261381843,6.7926282121244,6.77334619886944,6.74806811693294,6.72084570386242,6.68550687265286,6.63803070080624,6.5869276136374,6.53893839277634,6.49032982846357,6.43404367064139,6.373415097691,6.30104158509286,6.24298819620137,6.18200606176961,6.12528105635408,6.06470169714644,6.00466548721661,5.93565342182207,5.86627830955653,5.81443019518496,5.7770198423302,5.73773655872012,5.69618761864136,5.65152239416774,5.61321051983256,5.58655124417467,5.55866997151161,5.52178259567579,5.4761027827376,5.44570154645802,5.3858400117165,5.32483728093835,5.25454227435434,5.17788889708354,5.09694190762164,5.02360313569775,4.94309396610616,4.85964137221829,4.78022796585899,4.69665184284359,4.61328768259518,4.5296824078878,4.46442444851627,4.3965182058548,4.33245083585001
Upper middle income,UMC,4.86607364303606,4.54703154668911,5.78602894046546,6.56923537526776,6.08504101510918,6.02714593412678,5.84783684981244,5.54562053556207,5.90716151000014,5.69443222825595,5.61356162083455,5.26564923150025,4.99829223554557,4.74088876007162,4.38296987469537,4.01449444225279,3.79400133888857,3.53879957559396,3.43031590244961,3.40952794317412,3.36667690272702,3.35772268589976,3.42542228116797,3.15645970025425,3.13880459237082,3.09923706336234,3.10219990299568,3.07814064505131,2.91213669482661,2.85743807496573,2.80684838979167,2.44643629011219,2.31590438082727,2.23399755010931,2.16515348646058,2.10873634804387,2.05569716502268,2.01098945684604,1.98018158540084,1.95566253686059,1.97995536450987,1.92066193134178,1.9004098952096,1.88959550104105,1.90546143650987,1.91282604162945,1.91969851496058,1.92855296902382,1.94740667177155,1.94794921093757,1.93188483222883,1.928786334023,1.99994662886927,1.94955518751985,1.97718214785632,1.91299088195997,1.9449124760992,1.93972433757042,1.79874875139142,1.75924146878879,1.6146885989909,1.549508851165,1.49760651683793,1.47472512641046
World,WLD,4.68612947945316,4.56475472574651,5.02406253709377,5.31430470898607,5.13081514120538,5.08093194731238,4.96824850941136,4.86580781697261,4.97825772929304,4.88003252839929,4.84002925303769,4.68936443294191,4.54782350464613,4.41717270704073,4.25592776900705,4.07351252962063,3.96690791257671,3.84198804720794,3.77381897612466,3.75640639104684,3.73131942039854,3.70557208491763,3.72160021425981,3.59480031460332,3.56788194797433,3.52964844274917,3.51437325637263,3.48258039588679,3.39314531574198,3.34612386549902,3.30678722501726,3.12602592780501,3.03901010472103,2.97156251908812,2.91910113219286,2.86595680117639,2.81877812096175,2.77886494332902,2.74684521774943,2.7213862857813,2.72993367447802,2.68857132229265,2.66013030477774,2.63807688583646,2.62802684604042,2.61073450761972,2.60628111157862,2.60198840418013,2.60338909222478,2.59304109484737,2.5681653452478,2.5480532851205,2.56448910818067,2.52503927351859,2.51757340695433,2.4900575508378,2.49142099814092,2.45985817453245,2.39176812517027,2.35327354169831,2.27641712252834,2.24577248748034,2.21522779577453,2.19590911593139
